5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9312450259876437,0.3927783293081721,0.7299339184868361,0.4410590628234984,0.907332168272794,0.980941709324421,0.34048495999904926,0.3148274439361539,0.4490340808000041,0.5687242870057408,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9304908349057526,0.3926191497918659,0.729933561119514,0.43320410342998106,0.9075455342630141,0.9290112366961877,0.3172412778882771,0.31426878347393256,0.44903702772446114,0.5705372661612498,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9180308293496429,0.38166628125369345,0.7311183352822059,0.3262005150661295,0.9472878780055267,0.5780955411319095,0.5085055212059119,0.5124048273701172,0.6215287384904719,0.5624457980406901,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9180308293496429,0.38170201977746376,0.7324099424762348,0.3302974602524005,0.9056081319903008,0.5779938782982884,0.5101015594561285,0.509529485798097,0.6328569165376104,0.5594655203780192,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9263708065492852,0.39047776633765907,0.7298587457414679,0.4516127760249291,0.8050257348828688,0.9250012473995429,0.3387707773040804,0.3141812990924969,0.4492742547939445,0.5625615042237632,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9180308293496429,0.38170201977746376,0.7324099424762348,0.3302974602524005,0.9056081319903008,0.5773615670502938,0.5313666833523512,0.5073964235945942,0.6328569165376104,0.5594655203780192,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8870914138426487,0.4071958667677707,0.7269343614037634,0.4875216664206729,0.8975867364253275,0.637857169778068,0.5966122772764768,0.6027395694489805,0.7368991479412388,0.6770005452824785,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9268157386122503,0.3926191497918659,0.729933561119514,0.45329481588160575,0.7985539266650823,0.9210966829085208,0.3404676349673529,0.325297320417366,0.4492981155799758,0.5675392463885476,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9268157386122503,0.3928656511911086,0.7299335736007063,0.45329481588160575,0.804602506709977,0.9210966829085208,0.3404676349673529,0.325297320417366,0.4492981155799758,0.5675392463885476,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.890581227271275,0.5703628283465528,0.7641942958906708,0.4768915261301845,0.836251132017294,0.6743164905896307,0.5960773449324258,0.6206343428288508,0.639802324201117,0.6357679956355472,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
